,,,,Relevant Functions,,,,,,,,,,,KD Entry Point,,,,,,,,,,,SMem Handling,,,,,,,,,,
Accelerator,Platform,Threshold,Runs,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1
NVIDIA GPU,nvidia,80,10,7624,29,99.62,14,99.82,81.00,15,2,0.1369,1.0000,0.2405,7624,40,99.48,19,99.75,90.00,34,3,0.0851,1.0000,0.1569,7624,44,99.42,29,99.62,89.83,34,3,0.0882,1.0000,0.1621
NVIDIA GPU,nvidia,82.5,10,7624,29,99.62,14,99.82,81.00,2,0,0.0667,0.1000,0.0800,7624,40,99.48,19,99.75,90.00,26,3,0.1116,1.0000,0.2007,7624,44,99.42,29,99.62,89.83,27,3,0.1022,0.9333,0.1841
NVIDIA GPU,nvidia,85,10,7624,29,99.62,14,99.82,81.00,2,0,0.0667,0.1000,0.0800,7624,40,99.48,19,99.75,90.00,26,3,0.1116,1.0000,0.2007,7624,44,99.42,29,99.62,89.83,27,3,0.1022,0.9333,0.1841
NVIDIA GPU,nvidia,87.5,10,7624,29,99.62,14,99.82,81.00,2,0,0.0833,0.1000,0.0900,7624,40,99.48,19,99.75,90.00,26,3,0.1116,1.0000,0.2007,7624,44,99.42,29,99.62,89.83,20,1,0.0544,0.3666,0.0947
NVIDIA GPU,nvidia,90,10,7624,29,99.62,14,99.82,81.00,2,0,0.0833,0.1000,0.0900,7624,40,99.48,19,99.75,90.00,26,3,0.1116,1.0000,0.2007,7624,44,99.42,29,99.62,89.83,20,1,0.0544,0.3666,0.0947
NVIDIA GPU,nvidia,92.5,10,7624,29,99.62,14,99.82,81.00,0,0,0.0000,0.0000,0.0000,7624,40,99.48,19,99.75,90.00,16,0,0.0000,0.0000,0.0000,7624,44,99.42,29,99.62,89.83,14,1,0.0718,0.3333,0.1177
NVIDIA GPU,nvidia,95,10,7624,29,99.62,14,99.82,81.00,0,0,0.0000,0.0000,0.0000,7624,40,99.48,19,99.75,90.00,16,0,0.0000,0.0000,0.0000,7624,44,99.42,29,99.62,89.83,14,1,0.0718,0.3333,0.1177
NVIDIA GPU,nvidia,97.5,10,7624,29,99.62,14,99.82,81.00,0,0,0.0000,0.0000,0.0000,7624,40,99.48,19,99.75,90.00,16,0,0.0000,0.0000,0.0000,7624,44,99.42,29,99.62,89.83,14,1,0.0718,0.3333,0.1177
NVIDIA GPU,nvidia,100,10,7624,29,99.62,14,99.82,81.00,0,0,0.0000,0.0000,0.0000,7624,40,99.48,19,99.75,90.00,16,0,0.0000,0.0000,0.0000,7624,44,99.42,29,99.62,89.83,14,1,0.0718,0.3333,0.1177
AWS INF,aws,50,10,635,8,98.76,6,99.12,73.50,8,3,0.3673,0.9667,0.5319,635,12,98.05,8,98.80,90.00,12,3,0.2090,1.0000,0.3455,635,18,97.18,14,97.80,83.66,18,3,0.1679,1.0000,0.2874
AWS INF,aws,52.5,10,635,8,98.76,6,99.12,73.50,8,3,0.3673,0.9667,0.5319,635,12,98.05,8,98.80,90.00,12,3,0.2090,1.0000,0.3455,635,18,97.18,14,97.80,83.66,18,3,0.1679,1.0000,0.2874
AWS INF,aws,55,10,635,8,98.76,6,99.12,73.50,8,3,0.3673,0.9667,0.5319,635,12,98.05,8,98.80,90.00,12,3,0.2090,1.0000,0.3455,635,18,97.18,14,97.80,83.66,18,3,0.1679,1.0000,0.2874
AWS INF,aws,57.5,10,635,8,98.76,6,99.12,73.50,8,3,0.3673,0.9667,0.5319,635,12,98.05,8,98.80,90.00,12,3,0.2090,1.0000,0.3455,635,18,97.18,14,97.80,83.66,18,3,0.1679,1.0000,0.2874
AWS INF,aws,60,10,635,8,98.76,6,99.12,73.50,8,3,0.3673,0.9667,0.5319,635,12,98.05,8,98.80,90.00,12,3,0.2090,1.0000,0.3455,635,18,97.18,14,97.80,83.66,18,3,0.1679,1.0000,0.2874
AWS INF,aws,62.5,10,635,8,98.76,6,99.12,73.50,8,3,0.3887,0.9667,0.5536,635,12,98.05,8,98.80,90.00,11,3,0.2261,1.0000,0.3687,635,18,97.18,14,97.80,83.66,17,3,0.1726,1.0000,0.2943
AWS INF,aws,65,10,635,8,98.76,6,99.12,73.50,8,3,0.3887,0.9667,0.5536,635,12,98.05,8,98.80,90.00,11,3,0.2261,1.0000,0.3687,635,18,97.18,14,97.80,83.66,17,3,0.1726,1.0000,0.2943
AWS INF,aws,67.5,10,635,8,98.76,6,99.12,73.50,8,3,0.3887,0.9667,0.5536,635,12,98.05,8,98.80,90.00,11,3,0.2261,1.0000,0.3687,635,18,97.18,14,97.80,83.66,17,3,0.1726,1.0000,0.2943
AWS INF,aws,70,10,635,8,98.76,6,99.12,73.50,8,3,0.3887,0.9667,0.5536,635,12,98.05,8,98.80,90.00,11,3,0.2261,1.0000,0.3687,635,18,97.18,14,97.80,83.66,17,3,0.1726,1.0000,0.2943
AWS INF,aws,72.5,10,635,8,98.76,6,99.12,73.50,2,1,0.5500,0.3333,0.3871,635,12,98.05,8,98.80,90.00,11,3,0.2261,1.0000,0.3687,635,18,97.18,14,97.80,83.66,17,3,0.1820,1.0000,0.3079
AWS INF,aws,75,10,635,8,98.76,6,99.12,73.50,2,1,0.5500,0.3333,0.3871,635,12,98.05,8,98.80,90.00,11,3,0.2261,1.0000,0.3687,635,18,97.18,14,97.80,83.66,17,3,0.1820,1.0000,0.3079
AWS INF,aws,77.5,10,635,8,98.76,6,99.12,73.50,2,1,0.5500,0.3333,0.3871,635,12,98.05,8,98.80,90.00,11,3,0.2261,1.0000,0.3687,635,18,97.18,14,97.80,83.66,17,3,0.1820,1.0000,0.3079
AWS INF,aws,80,10,635,8,98.76,6,99.12,73.50,2,1,0.5500,0.3333,0.3871,635,12,98.05,8,98.80,90.00,11,3,0.2261,1.0000,0.3687,635,18,97.18,14,97.80,83.66,17,3,0.1820,1.0000,0.3079
AWS INF,aws,82.5,10,635,8,98.76,6,99.12,73.50,0,0,0.0000,0.0000,0.0000,635,12,98.05,8,98.80,90.00,9,3,0.2870,1.0000,0.4449,635,18,97.18,14,97.80,83.66,12,1,0.1170,0.4667,0.1866
AWS INF,aws,85,10,635,8,98.76,6,99.12,73.50,0,0,0.0000,0.0000,0.0000,635,12,98.05,8,98.80,90.00,9,3,0.2870,1.0000,0.4449,635,18,97.18,14,97.80,83.66,12,1,0.1170,0.4667,0.1866
AWS INF,aws,87.5,10,635,8,98.76,6,99.12,73.50,0,0,0.0000,0.0000,0.0000,635,12,98.05,8,98.80,90.00,9,3,0.2870,1.0000,0.4449,635,18,97.18,14,97.80,83.66,10,1,0.0564,0.2000,0.0879
AWS INF,aws,90,10,635,8,98.76,6,99.12,73.50,0,0,0.0000,0.0000,0.0000,635,12,98.05,8,98.80,90.00,9,3,0.2870,1.0000,0.4449,635,18,97.18,14,97.80,83.66,10,1,0.0564,0.2000,0.0879
AWS INF,aws,92.5,10,635,8,98.76,6,99.12,73.50,0,0,0.0000,0.0000,0.0000,635,12,98.05,8,98.80,90.00,4,0,0.0000,0.0000,0.0000,635,18,97.18,14,97.80,83.66,7,0,0.0125,0.0333,0.0182
AWS INF,aws,95,10,635,8,98.76,6,99.12,73.50,0,0,0.0000,0.0000,0.0000,635,12,98.05,8,98.80,90.00,4,0,0.0000,0.0000,0.0000,635,18,97.18,14,97.80,83.66,7,0,0.0125,0.0333,0.0182
AWS INF,aws,97.5,10,635,8,98.76,6,99.12,73.50,0,0,0.0000,0.0000,0.0000,635,12,98.05,8,98.80,90.00,4,0,0.0000,0.0000,0.0000,635,18,97.18,14,97.80,83.66,7,0,0.0125,0.0333,0.0182
AWS INF,aws,100,10,635,8,98.76,6,99.12,73.50,0,0,0.0000,0.0000,0.0000,635,12,98.05,8,98.80,90.00,4,0,0.0000,0.0000,0.0000,635,18,97.18,14,97.80,83.66,7,0,0.0125,0.0333,0.0182
