,,,,Relevant Functions,,,,,,,,,,,KD Entry Point,,,,,,,,,,,SMem Handling,,,,,,,,,,
Accelerator,Platform,Threshold,Runs,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1
NVIDIA GPU,nvidia,82.5,10,7624,29,99.62,14,99.82,80.00,3,0,0.0000,0.0000,0.0000,7624,40,99.48,20,99.75,90.00,26,2,0.0771,1.0000,0.1430,7624,45,99.41,28,99.63,90.00,28,3,0.1071,1.0000,0.1935
NVIDIA GPU,nvidia,85,10,7624,29,99.62,14,99.82,80.00,3,0,0.0000,0.0000,0.0000,7624,40,99.48,20,99.75,90.00,26,2,0.0771,1.0000,0.1430,7624,45,99.41,28,99.63,90.00,28,3,0.1071,1.0000,0.1935
NVIDIA GPU,nvidia,87.5,10,7624,29,99.62,14,99.82,80.00,2,0,0.0000,0.0000,0.0000,7624,40,99.48,20,99.75,90.00,26,2,0.0771,1.0000,0.1430,7624,45,99.41,28,99.63,90.00,21,1,0.0488,0.3333,0.0852
NVIDIA GPU,nvidia,90,10,7624,29,99.62,14,99.82,80.00,2,0,0.0000,0.0000,0.0000,7624,40,99.48,20,99.75,90.00,26,2,0.0771,1.0000,0.1430,7624,45,99.41,28,99.63,90.00,21,1,0.0488,0.3333,0.0852
NVIDIA GPU,nvidia,92.5,10,7624,29,99.62,14,99.82,80.00,0,0,0.0000,0.0000,0.0000,7624,40,99.48,20,99.75,90.00,16,0,0.0000,0.0000,0.0000,7624,45,99.41,28,99.63,90.00,15,1,0.0691,0.3333,0.1144
NVIDIA GPU,nvidia,95,10,7624,29,99.62,14,99.82,80.00,0,0,0.0000,0.0000,0.0000,7624,40,99.48,20,99.75,90.00,16,0,0.0000,0.0000,0.0000,7624,45,99.41,28,99.63,90.00,15,1,0.0691,0.3333,0.1144
NVIDIA GPU,nvidia,97.5,10,7624,29,99.62,14,99.82,80.00,0,0,0.0000,0.0000,0.0000,7624,40,99.48,20,99.75,90.00,16,0,0.0000,0.0000,0.0000,7624,45,99.41,28,99.63,90.00,15,1,0.0691,0.3333,0.1144
NVIDIA GPU,nvidia,100,10,7624,29,99.62,14,99.82,80.00,0,0,0.0000,0.0000,0.0000,7624,40,99.48,20,99.75,90.00,16,0,0.0000,0.0000,0.0000,7624,45,99.41,28,99.63,90.00,15,1,0.0691,0.3333,0.1144
AWS INF,aws,50,10,635,8,98.74,5,99.21,73.33,8,3,0.3750,1.0000,0.5455,635,12,98.11,8,98.74,90.00,12,1,0.0833,1.0000,0.1538,635,18,97.17,14,97.80,83.33,18,3,0.1667,1.0000,0.2857
AWS INF,aws,52.5,10,635,8,98.74,5,99.21,73.33,8,3,0.3750,1.0000,0.5455,635,12,98.11,8,98.74,90.00,12,1,0.0833,1.0000,0.1538,635,18,97.17,14,97.80,83.33,18,3,0.1667,1.0000,0.2857
AWS INF,aws,55,10,635,8,98.74,5,99.21,73.33,8,3,0.3750,1.0000,0.5455,635,12,98.11,8,98.74,90.00,12,1,0.0833,1.0000,0.1538,635,18,97.17,14,97.80,83.33,18,3,0.1667,1.0000,0.2857
AWS INF,aws,57.5,10,635,8,98.74,5,99.21,73.33,8,3,0.3750,1.0000,0.5455,635,12,98.11,8,98.74,90.00,12,1,0.0833,1.0000,0.1538,635,18,97.17,14,97.80,83.33,18,3,0.1667,1.0000,0.2857
AWS INF,aws,60,10,635,8,98.74,5,99.21,73.33,8,3,0.3750,1.0000,0.5455,635,12,98.11,8,98.74,90.00,12,1,0.0833,1.0000,0.1538,635,18,97.17,14,97.80,83.33,18,3,0.1667,1.0000,0.2857
AWS INF,aws,62.5,10,635,8,98.74,5,99.21,73.33,7,3,0.4018,1.0000,0.5727,635,12,98.11,8,98.74,90.00,11,1,0.0909,1.0000,0.1667,635,18,97.17,14,97.80,83.33,17,3,0.1765,1.0000,0.3000
AWS INF,aws,65,10,635,8,98.74,5,99.21,73.33,7,3,0.4018,1.0000,0.5727,635,12,98.11,8,98.74,90.00,11,1,0.0909,1.0000,0.1667,635,18,97.17,14,97.80,83.33,17,3,0.1765,1.0000,0.3000
AWS INF,aws,67.5,10,635,8,98.74,5,99.21,73.33,7,3,0.4018,1.0000,0.5727,635,12,98.11,8,98.74,90.00,11,1,0.0909,1.0000,0.1667,635,18,97.17,14,97.80,83.33,17,3,0.1765,1.0000,0.3000
AWS INF,aws,70,10,635,8,98.74,5,99.21,73.33,7,3,0.4018,1.0000,0.5727,635,12,98.11,8,98.74,90.00,11,1,0.0909,1.0000,0.1667,635,18,97.17,14,97.80,83.33,17,3,0.1765,1.0000,0.3000
AWS INF,aws,72.5,10,635,8,98.74,5,99.21,73.33,2,1,0.5000,0.3333,0.4500,635,12,98.11,8,98.74,90.00,11,1,0.0909,1.0000,0.1667,635,18,97.17,14,97.80,83.33,17,3,0.1820,1.0000,0.3079
AWS INF,aws,75,10,635,8,98.74,5,99.21,73.33,2,1,0.5000,0.3333,0.4500,635,12,98.11,8,98.74,90.00,11,1,0.0909,1.0000,0.1667,635,18,97.17,14,97.80,83.33,17,3,0.1820,1.0000,0.3079
AWS INF,aws,77.5,10,635,8,98.74,5,99.21,73.33,2,1,0.5000,0.3333,0.4500,635,12,98.11,8,98.74,90.00,11,1,0.0909,1.0000,0.1667,635,18,97.17,14,97.80,83.33,17,3,0.1820,1.0000,0.3079
AWS INF,aws,80,10,635,8,98.74,5,99.21,73.33,2,1,0.5000,0.3333,0.4500,635,12,98.11,8,98.74,90.00,11,1,0.0909,1.0000,0.1667,635,18,97.17,14,97.80,83.33,17,3,0.1820,1.0000,0.3079
AWS INF,aws,82.5,10,635,8,98.74,5,99.21,73.33,0,0,0.0000,0.0000,0.0000,635,12,98.11,8,98.74,90.00,9,1,0.1181,1.0000,0.2111,635,18,97.17,14,97.80,83.33,12,2,0.1270,0.5000,0.2010
AWS INF,aws,85,10,635,8,98.74,5,99.21,73.33,0,0,0.0000,0.0000,0.0000,635,12,98.11,8,98.74,90.00,9,1,0.1181,1.0000,0.2111,635,18,97.17,14,97.80,83.33,12,2,0.1270,0.5000,0.2010
AWS INF,aws,87.5,10,635,8,98.74,5,99.21,73.33,0,0,0.0000,0.0000,0.0000,635,12,98.11,8,98.74,90.00,9,1,0.1181,1.0000,0.2111,635,18,97.17,14,97.80,83.33,10,1,0.0909,0.3333,0.1429
AWS INF,aws,90,10,635,8,98.74,5,99.21,73.33,0,0,0.0000,0.0000,0.0000,635,12,98.11,8,98.74,90.00,9,1,0.1181,1.0000,0.2111,635,18,97.17,14,97.80,83.33,10,1,0.0909,0.3333,0.1429
AWS INF,aws,92.5,10,635,8,98.74,5,99.21,73.33,0,0,0.0000,0.0000,0.0000,635,12,98.11,8,98.74,90.00,4,0,0.0000,0.0000,0.0000,635,18,97.17,14,97.80,83.33,7,0,0.0000,0.0000,0.0000
AWS INF,aws,95,10,635,8,98.74,5,99.21,73.33,0,0,0.0000,0.0000,0.0000,635,12,98.11,8,98.74,90.00,4,0,0.0000,0.0000,0.0000,635,18,97.17,14,97.80,83.33,7,0,0.0000,0.0000,0.0000
AWS INF,aws,97.5,10,635,8,98.74,5,99.21,73.33,0,0,0.0000,0.0000,0.0000,635,12,98.11,8,98.74,90.00,4,0,0.0000,0.0000,0.0000,635,18,97.17,14,97.80,83.33,7,0,0.0000,0.0000,0.0000
AWS INF,aws,100,10,635,8,98.74,5,99.21,73.33,0,0,0.0000,0.0000,0.0000,635,12,98.11,8,98.74,90.00,4,0,0.0000,0.0000,0.0000,635,18,97.17,14,97.80,83.33,7,0,0.0000,0.0000,0.0000
