,,,Relevant Functions,,,,,,,,,,,KD Entry Point,,,,,,,,,,,SMem Handling,,,,,,,,,,
Google TPU,coral,80,159,15,90.57,1,99.37,90.00,7,1,0.1429,1.0000,0.2500,159,15,90.57,9,94.34,90.00,12,2,0.1538,1.0000,0.2667,159,19,88.05,7,95.60,85.00,11,1,0.0909,1.0000,0.1667
Google TPU,coral,82.5,159,15,90.57,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,9,94.34,90.00,8,2,0.2222,1.0000,0.3636,159,19,88.05,7,95.60,85.00,7,1,0.1429,1.0000,0.2500
Google TPU,coral,85,159,15,90.57,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,9,94.34,90.00,8,2,0.2222,1.0000,0.3636,159,19,88.05,7,95.60,85.00,7,1,0.1429,1.0000,0.2500
Google TPU,coral,87.5,159,15,90.57,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,9,94.34,90.00,8,2,0.2222,1.0000,0.3636,159,19,88.05,7,95.60,85.00,5,0,0.0000,0.0000,0.0000
Google TPU,coral,90,159,15,90.57,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,9,94.34,90.00,8,2,0.2222,1.0000,0.3636,159,19,88.05,7,95.60,85.00,5,0,0.0000,0.0000,0.0000
Google TPU,coral,92.5,159,15,90.57,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,15,90.57,9,94.34,90.00,5,0,0.0000,0.0000,0.0000,159,19,88.05,7,95.60,85.00,4,0,0.0000,0.0000,0.0000
Google TPU,coral,95,159,15,90.57,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,15,90.57,9,94.34,90.00,5,0,0.0000,0.0000,0.0000,159,19,88.05,7,95.60,85.00,4,0,0.0000,0.0000,0.0000
Google TPU,coral,97.5,159,15,90.57,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,15,90.57,9,94.34,90.00,5,0,0.0000,0.0000,0.0000,159,19,88.05,7,95.60,85.00,4,0,0.0000,0.0000,0.0000
Google TPU,coral,100,159,15,90.57,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,15,90.57,9,94.34,90.00,5,0,0.0000,0.0000,0.0000,159,19,88.05,7,95.60,85.00,4,0,0.0000,0.0000,0.0000
NXP NPU,nxp,50,1273,13,98.98,6,99.53,85.00,12,4,0.2857,1.0000,0.4444,1273,10,99.21,6,99.53,65.00,9,2,0.2222,1.0000,0.3636,1273,17,98.66,15,98.82,70.00,16,2,0.1250,1.0000,0.2222
NXP NPU,nxp,52.5,1273,13,98.98,6,99.53,85.00,12,4,0.2857,1.0000,0.4444,1273,10,99.21,6,99.53,65.00,9,2,0.2222,1.0000,0.3636,1273,17,98.66,15,98.82,70.00,14,1,0.0714,0.5000,0.1250
NXP NPU,nxp,55,1273,13,98.98,6,99.53,85.00,12,4,0.2857,1.0000,0.4444,1273,10,99.21,6,99.53,65.00,9,2,0.2222,1.0000,0.3636,1273,17,98.66,15,98.82,70.00,14,1,0.0714,0.5000,0.1250
NXP NPU,nxp,57.5,1273,13,98.98,6,99.53,85.00,12,4,0.2857,1.0000,0.4444,1273,10,99.21,6,99.53,65.00,9,2,0.2222,1.0000,0.3636,1273,17,98.66,15,98.82,70.00,14,1,0.0714,0.5000,0.1250
NXP NPU,nxp,60,1273,13,98.98,6,99.53,85.00,12,4,0.2857,1.0000,0.4444,1273,10,99.21,6,99.53,65.00,9,2,0.2222,1.0000,0.3636,1273,17,98.66,15,98.82,70.00,14,1,0.0714,0.5000,0.1250
NXP NPU,nxp,62.5,1273,13,98.98,6,99.53,85.00,12,4,0.2857,1.0000,0.4444,1273,10,99.21,6,99.53,65.00,4,1,0.2500,0.5000,0.3333,1273,17,98.66,15,98.82,70.00,13,1,0.0769,0.5000,0.1333
NXP NPU,nxp,65,1273,13,98.98,6,99.53,85.00,12,4,0.2857,1.0000,0.4444,1273,10,99.21,6,99.53,65.00,4,1,0.2500,0.5000,0.3333,1273,17,98.66,15,98.82,70.00,13,1,0.0769,0.5000,0.1333
NXP NPU,nxp,67.5,1273,13,98.98,6,99.53,85.00,12,4,0.2857,1.0000,0.4444,1273,10,99.21,6,99.53,65.00,4,1,0.2500,0.5000,0.3333,1273,17,98.66,15,98.82,70.00,13,1,0.0769,0.5000,0.1333
NXP NPU,nxp,70,1273,13,98.98,6,99.53,85.00,12,4,0.2857,1.0000,0.4444,1273,10,99.21,6,99.53,65.00,4,1,0.2500,0.5000,0.3333,1273,17,98.66,15,98.82,70.00,13,1,0.0769,0.5000,0.1333
NXP NPU,nxp,72.5,1273,13,98.98,6,99.53,85.00,8,4,0.4000,1.0000,0.5714,1273,10,99.21,6,99.53,65.00,2,0,0.0000,0.0000,0.0000,1273,17,98.66,15,98.82,70.00,10,1,0.1000,0.5000,0.1667
NXP NPU,nxp,75,1273,13,98.98,6,99.53,85.00,8,4,0.4000,1.0000,0.5714,1273,10,99.21,6,99.53,65.00,2,0,0.0000,0.0000,0.0000,1273,17,98.66,15,98.82,70.00,10,1,0.1000,0.5000,0.1667
NXP NPU,nxp,77.5,1273,13,98.98,6,99.53,85.00,8,4,0.4000,1.0000,0.5714,1273,10,99.21,6,99.53,65.00,2,0,0.0000,0.0000,0.0000,1273,17,98.66,15,98.82,70.00,10,1,0.1000,0.5000,0.1667
NXP NPU,nxp,80,1273,13,98.98,6,99.53,85.00,8,4,0.4000,1.0000,0.5714,1273,10,99.21,6,99.53,65.00,2,0,0.0000,0.0000,0.0000,1273,17,98.66,15,98.82,70.00,10,1,0.1000,0.5000,0.1667
NXP NPU,nxp,82.5,1273,13,98.98,6,99.53,85.00,2,2,0.6667,0.5000,0.5714,1273,10,99.21,6,99.53,65.00,1,0,0.0000,0.0000,0.0000,1273,17,98.66,15,98.82,70.00,4,1,0.2500,0.5000,0.3333
NXP NPU,nxp,85,1273,13,98.98,6,99.53,85.00,2,2,0.6667,0.5000,0.5714,1273,10,99.21,6,99.53,65.00,1,0,0.0000,0.0000,0.0000,1273,17,98.66,15,98.82,70.00,4,1,0.2500,0.5000,0.3333
NXP NPU,nxp,87.5,1273,13,98.98,6,99.53,85.00,1,2,1.0000,0.5000,0.6667,1273,10,99.21,6,99.53,65.00,1,0,0.0000,0.0000,0.0000,1273,17,98.66,15,98.82,70.00,4,1,0.2500,0.5000,0.3333
NXP NPU,nxp,90,1273,13,98.98,6,99.53,85.00,1,2,1.0000,0.5000,0.6667,1273,10,99.21,6,99.53,65.00,1,0,0.0000,0.0000,0.0000,1273,17,98.66,15,98.82,70.00,4,1,0.2500,0.5000,0.3333
NXP NPU,nxp,92.5,1273,13,98.98,6,99.53,85.00,0,0,0.0000,0.0000,0.0000,1273,10,99.21,6,99.53,65.00,0,0,0.0000,0.0000,0.0000,1273,17,98.66,15,98.82,70.00,0,0,0.0000,0.0000,0.0000
NXP NPU,nxp,95,1273,13,98.98,6,99.53,85.00,0,0,0.0000,0.0000,0.0000,1273,10,99.21,6,99.53,65.00,0,0,0.0000,0.0000,0.0000,1273,17,98.66,15,98.82,70.00,0,0,0.0000,0.0000,0.0000
NXP NPU,nxp,97.5,1273,13,98.98,6,99.53,85.00,0,0,0.0000,0.0000,0.0000,1273,10,99.21,6,99.53,65.00,0,0,0.0000,0.0000,0.0000,1273,17,98.66,15,98.82,70.00,0,0,0.0000,0.0000,0.0000
NXP NPU,nxp,100,1273,13,98.98,6,99.53,85.00,0,0,0.0000,0.0000,0.0000,1273,10,99.21,6,99.53,65.00,0,0,0.0000,0.0000,0.0000,1273,17,98.66,15,98.82,70.00,0,0,0.0000,0.0000,0.0000
TMMA,ti,50,6138,9,99.85,6,99.90,75.00,9,2,0.2222,1.0000,0.3636,6138,8,99.87,6,99.90,90.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,3,99.95,100.00,17,2,0.1176,1.0000,0.2105
TMMA,ti,52.5,6138,9,99.85,6,99.90,75.00,9,2,0.2222,1.0000,0.3636,6138,8,99.87,6,99.90,90.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,3,99.95,100.00,17,2,0.1176,1.0000,0.2105
TMMA,ti,55,6138,9,99.85,6,99.90,75.00,9,2,0.2222,1.0000,0.3636,6138,8,99.87,6,99.90,90.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,3,99.95,100.00,17,2,0.1176,1.0000,0.2105
TMMA,ti,57.5,6138,9,99.85,6,99.90,75.00,9,2,0.2222,1.0000,0.3636,6138,8,99.87,6,99.90,90.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,3,99.95,100.00,17,2,0.1176,1.0000,0.2105
TMMA,ti,60,6138,9,99.85,6,99.90,75.00,9,2,0.2222,1.0000,0.3636,6138,8,99.87,6,99.90,90.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,3,99.95,100.00,17,2,0.1176,1.0000,0.2105
TMMA,ti,62.5,6138,9,99.85,6,99.90,75.00,6,2,0.3333,1.0000,0.5000,6138,8,99.87,6,99.90,90.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,3,99.95,100.00,15,2,0.1333,1.0000,0.2353
TMMA,ti,65,6138,9,99.85,6,99.90,75.00,6,2,0.3333,1.0000,0.5000,6138,8,99.87,6,99.90,90.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,3,99.95,100.00,15,2,0.1333,1.0000,0.2353
TMMA,ti,67.5,6138,9,99.85,6,99.90,75.00,6,2,0.3333,1.0000,0.5000,6138,8,99.87,6,99.90,90.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,3,99.95,100.00,15,2,0.1333,1.0000,0.2353
TMMA,ti,70,6138,9,99.85,6,99.90,75.00,6,2,0.3333,1.0000,0.5000,6138,8,99.87,6,99.90,90.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,3,99.95,100.00,15,2,0.1333,1.0000,0.2353
TMMA,ti,72.5,6138,9,99.85,6,99.90,75.00,3,1,0.3333,0.5000,0.4000,6138,8,99.87,6,99.90,90.00,6,2,0.3333,1.0000,0.5000,6138,17,99.72,3,99.95,100.00,12,2,0.1667,1.0000,0.2857
TMMA,ti,75,6138,9,99.85,6,99.90,75.00,3,1,0.3333,0.5000,0.4000,6138,8,99.87,6,99.90,90.00,6,2,0.3333,1.0000,0.5000,6138,17,99.72,3,99.95,100.00,12,2,0.1667,1.0000,0.2857
TMMA,ti,77.5,6138,9,99.85,6,99.90,75.00,3,1,0.3333,0.5000,0.4000,6138,8,99.87,6,99.90,90.00,6,2,0.3333,1.0000,0.5000,6138,17,99.72,3,99.95,100.00,12,2,0.1667,1.0000,0.2857
TMMA,ti,80,6138,9,99.85,6,99.90,75.00,3,1,0.3333,0.5000,0.4000,6138,8,99.87,6,99.90,90.00,6,2,0.3333,1.0000,0.5000,6138,17,99.72,3,99.95,100.00,12,2,0.1667,1.0000,0.2857
TMMA,ti,82.5,6138,9,99.85,6,99.90,75.00,0,0,0.0000,0.0000,0.0000,6138,8,99.87,6,99.90,90.00,5,1,0.2000,0.5000,0.2857,6138,17,99.72,3,99.95,100.00,5,2,0.4000,1.0000,0.5714
TMMA,ti,85,6138,9,99.85,6,99.90,75.00,0,0,0.0000,0.0000,0.0000,6138,8,99.87,6,99.90,90.00,5,1,0.2000,0.5000,0.2857,6138,17,99.72,3,99.95,100.00,5,2,0.4000,1.0000,0.5714
TMMA,ti,87.5,6138,9,99.85,6,99.90,75.00,0,0,0.0000,0.0000,0.0000,6138,8,99.87,6,99.90,90.00,5,1,0.2000,0.5000,0.2857,6138,17,99.72,3,99.95,100.00,5,2,0.4000,1.0000,0.5714
TMMA,ti,90,6138,9,99.85,6,99.90,75.00,0,0,0.0000,0.0000,0.0000,6138,8,99.87,6,99.90,90.00,5,1,0.2000,0.5000,0.2857,6138,17,99.72,3,99.95,100.00,5,2,0.4000,1.0000,0.5714
TMMA,ti,92.5,6138,9,99.85,6,99.90,75.00,0,0,0.0000,0.0000,0.0000,6138,8,99.87,6,99.90,90.00,3,1,0.3333,0.5000,0.4000,6138,17,99.72,3,99.95,100.00,3,2,0.6667,1.0000,0.8000
TMMA,ti,95,6138,9,99.85,6,99.90,75.00,0,0,0.0000,0.0000,0.0000,6138,8,99.87,6,99.90,90.00,3,1,0.3333,0.5000,0.4000,6138,17,99.72,3,99.95,100.00,3,2,0.6667,1.0000,0.8000
TMMA,ti,97.5,6138,9,99.85,6,99.90,75.00,0,0,0.0000,0.0000,0.0000,6138,8,99.87,6,99.90,90.00,3,1,0.3333,0.5000,0.4000,6138,17,99.72,3,99.95,100.00,3,2,0.6667,1.0000,0.8000
TMMA,ti,100,6138,9,99.85,6,99.90,75.00,0,0,0.0000,0.0000,0.0000,6138,8,99.87,6,99.90,90.00,3,1,0.3333,0.5000,0.4000,6138,17,99.72,3,99.95,100.00,3,2,0.6667,1.0000,0.8000
HAILO NPU,hailo,50,296,8,97.30,3,98.99,85.00,8,2,0.2500,1.0000,0.4000,296,20,93.24,14,95.27,95.00,20,2,0.1000,1.0000,0.1818,296,22,92.57,18,93.92,80.00,22,1,0.0455,1.0000,0.0870
HAILO NPU,hailo,52.5,296,8,97.30,3,98.99,85.00,8,2,0.2500,1.0000,0.4000,296,20,93.24,14,95.27,95.00,20,2,0.1000,1.0000,0.1818,296,22,92.57,18,93.92,80.00,22,1,0.0455,1.0000,0.0870
HAILO NPU,hailo,55,296,8,97.30,3,98.99,85.00,8,2,0.2500,1.0000,0.4000,296,20,93.24,14,95.27,95.00,20,2,0.1000,1.0000,0.1818,296,22,92.57,18,93.92,80.00,22,1,0.0455,1.0000,0.0870
HAILO NPU,hailo,57.5,296,8,97.30,3,98.99,85.00,8,2,0.2500,1.0000,0.4000,296,20,93.24,14,95.27,95.00,20,2,0.1000,1.0000,0.1818,296,22,92.57,18,93.92,80.00,22,1,0.0455,1.0000,0.0870
HAILO NPU,hailo,60,296,8,97.30,3,98.99,85.00,8,2,0.2500,1.0000,0.4000,296,20,93.24,14,95.27,95.00,20,2,0.1000,1.0000,0.1818,296,22,92.57,18,93.92,80.00,22,1,0.0455,1.0000,0.0870
HAILO NPU,hailo,62.5,296,8,97.30,3,98.99,85.00,8,2,0.2500,1.0000,0.4000,296,20,93.24,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,22,92.57,18,93.92,80.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,65,296,8,97.30,3,98.99,85.00,8,2,0.2500,1.0000,0.4000,296,20,93.24,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,22,92.57,18,93.92,80.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,67.5,296,8,97.30,3,98.99,85.00,8,2,0.2500,1.0000,0.4000,296,20,93.24,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,22,92.57,18,93.92,80.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,70,296,8,97.30,3,98.99,85.00,8,2,0.2500,1.0000,0.4000,296,20,93.24,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,22,92.57,18,93.92,80.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,72.5,296,8,97.30,3,98.99,85.00,5,2,0.4000,1.0000,0.5714,296,20,93.24,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,22,92.57,18,93.92,80.00,19,1,0.0526,1.0000,0.1000
HAILO NPU,hailo,75,296,8,97.30,3,98.99,85.00,5,2,0.4000,1.0000,0.5714,296,20,93.24,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,22,92.57,18,93.92,80.00,19,1,0.0526,1.0000,0.1000
HAILO NPU,hailo,77.5,296,8,97.30,3,98.99,85.00,5,2,0.4000,1.0000,0.5714,296,20,93.24,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,22,92.57,18,93.92,80.00,19,1,0.0526,1.0000,0.1000
HAILO NPU,hailo,80,296,8,97.30,3,98.99,85.00,5,2,0.4000,1.0000,0.5714,296,20,93.24,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,22,92.57,18,93.92,80.00,19,1,0.0526,1.0000,0.1000
HAILO NPU,hailo,82.5,296,8,97.30,3,98.99,85.00,2,1,0.5000,0.5000,0.5000,296,20,93.24,14,95.27,95.00,17,2,0.1176,1.0000,0.2105,296,22,92.57,18,93.92,80.00,15,0,0.0000,0.0000,0.0000
HAILO NPU,hailo,85,296,8,97.30,3,98.99,85.00,2,1,0.5000,0.5000,0.5000,296,20,93.24,14,95.27,95.00,17,2,0.1176,1.0000,0.2105,296,22,92.57,18,93.92,80.00,15,0,0.0000,0.0000,0.0000
HAILO NPU,hailo,87.5,296,8,97.30,3,98.99,85.00,2,1,0.5000,0.5000,0.5000,296,20,93.24,14,95.27,95.00,17,2,0.1176,1.0000,0.2105,296,22,92.57,18,93.92,80.00,13,0,0.0000,0.0000,0.0000
HAILO NPU,hailo,90,296,8,97.30,3,98.99,85.00,2,1,0.5000,0.5000,0.5000,296,20,93.24,14,95.27,95.00,17,2,0.1176,1.0000,0.2105,296,22,92.57,18,93.92,80.00,13,0,0.0000,0.0000,0.0000
HAILO NPU,hailo,92.5,296,8,97.30,3,98.99,85.00,0,0,0.0000,0.0000,0.0000,296,20,93.24,14,95.27,95.00,12,1,0.0833,0.5000,0.1429,296,22,92.57,18,93.92,80.00,11,0,0.0000,0.0000,0.0000
HAILO NPU,hailo,95,296,8,97.30,3,98.99,85.00,0,0,0.0000,0.0000,0.0000,296,20,93.24,14,95.27,95.00,12,1,0.0833,0.5000,0.1429,296,22,92.57,18,93.92,80.00,11,0,0.0000,0.0000,0.0000
HAILO NPU,hailo,97.5,296,8,97.30,3,98.99,85.00,0,0,0.0000,0.0000,0.0000,296,20,93.24,14,95.27,95.00,12,1,0.0833,0.5000,0.1429,296,22,92.57,18,93.92,80.00,11,0,0.0000,0.0000,0.0000
HAILO NPU,hailo,100,296,8,97.30,3,98.99,85.00,0,0,0.0000,0.0000,0.0000,296,20,93.24,14,95.27,95.00,12,1,0.0833,0.5000,0.1429,296,22,92.57,18,93.92,80.00,11,0,0.0000,0.0000,0.0000
NVIDIA GPU,nvidia,50,7624,28,99.63,13,99.83,85.00,26,2,0.0769,1.0000,0.1429,7624,40,99.48,18,99.76,90.00,39,3,0.0750,1.0000,0.1395,7624,45,99.41,27,99.65,91.67,44,3,0.0682,1.0000,0.1277
NVIDIA GPU,nvidia,52.5,7624,28,99.63,13,99.83,85.00,26,2,0.0769,1.0000,0.1429,7624,40,99.48,18,99.76,90.00,39,3,0.0750,1.0000,0.1395,7624,45,99.41,27,99.65,91.67,44,3,0.0682,1.0000,0.1277
NVIDIA GPU,nvidia,55,7624,28,99.63,13,99.83,85.00,26,2,0.0769,1.0000,0.1429,7624,40,99.48,18,99.76,90.00,39,3,0.0750,1.0000,0.1395,7624,45,99.41,27,99.65,91.67,44,3,0.0682,1.0000,0.1277
NVIDIA GPU,nvidia,57.5,7624,28,99.63,13,99.83,85.00,26,2,0.0769,1.0000,0.1429,7624,40,99.48,18,99.76,90.00,39,3,0.0750,1.0000,0.1395,7624,45,99.41,27,99.65,91.67,44,3,0.0682,1.0000,0.1277
NVIDIA GPU,nvidia,60,7624,28,99.63,13,99.83,85.00,26,2,0.0769,1.0000,0.1429,7624,40,99.48,18,99.76,90.00,39,3,0.0750,1.0000,0.1395,7624,45,99.41,27,99.65,91.67,44,3,0.0682,1.0000,0.1277
NVIDIA GPU,nvidia,62.5,7624,28,99.63,13,99.83,85.00,26,2,0.0769,1.0000,0.1429,7624,40,99.48,18,99.76,90.00,37,3,0.0789,1.0000,0.1463,7624,45,99.41,27,99.65,91.67,39,3,0.0769,1.0000,0.1429
NVIDIA GPU,nvidia,65,7624,28,99.63,13,99.83,85.00,26,2,0.0769,1.0000,0.1429,7624,40,99.48,18,99.76,90.00,37,3,0.0789,1.0000,0.1463,7624,45,99.41,27,99.65,91.67,39,3,0.0769,1.0000,0.1429
NVIDIA GPU,nvidia,67.5,7624,28,99.63,13,99.83,85.00,26,2,0.0769,1.0000,0.1429,7624,40,99.48,18,99.76,90.00,37,3,0.0789,1.0000,0.1463,7624,45,99.41,27,99.65,91.67,39,3,0.0769,1.0000,0.1429
NVIDIA GPU,nvidia,70,7624,28,99.63,13,99.83,85.00,26,2,0.0769,1.0000,0.1429,7624,40,99.48,18,99.76,90.00,37,3,0.0789,1.0000,0.1463,7624,45,99.41,27,99.65,91.67,39,3,0.0769,1.0000,0.1429
NVIDIA GPU,nvidia,72.5,7624,28,99.63,13,99.83,85.00,13,2,0.1538,1.0000,0.2667,7624,40,99.48,18,99.76,90.00,34,3,0.0857,1.0000,0.1579,7624,45,99.41,27,99.65,91.67,36,3,0.0833,1.0000,0.1538
NVIDIA GPU,nvidia,75,7624,28,99.63,13,99.83,85.00,13,2,0.1538,1.0000,0.2667,7624,40,99.48,18,99.76,90.00,34,3,0.0857,1.0000,0.1579,7624,45,99.41,27,99.65,91.67,36,3,0.0833,1.0000,0.1538
NVIDIA GPU,nvidia,77.5,7624,28,99.63,13,99.83,85.00,13,2,0.1538,1.0000,0.2667,7624,40,99.48,18,99.76,90.00,34,3,0.0857,1.0000,0.1579,7624,45,99.41,27,99.65,91.67,36,3,0.0833,1.0000,0.1538
NVIDIA GPU,nvidia,80,7624,28,99.63,13,99.83,85.00,13,2,0.1538,1.0000,0.2667,7624,40,99.48,18,99.76,90.00,34,3,0.0857,1.0000,0.1579,7624,45,99.41,27,99.65,91.67,36,3,0.0833,1.0000,0.1538
NVIDIA GPU,nvidia,82.5,7624,28,99.63,13,99.83,85.00,3,1,0.3333,0.5000,0.4000,7624,40,99.48,18,99.76,90.00,23,3,0.1250,1.0000,0.2222,7624,45,99.41,27,99.65,91.67,27,3,0.1111,1.0000,0.2000
NVIDIA GPU,nvidia,85,7624,28,99.63,13,99.83,85.00,3,1,0.3333,0.5000,0.4000,7624,40,99.48,18,99.76,90.00,23,3,0.1250,1.0000,0.2222,7624,45,99.41,27,99.65,91.67,27,3,0.1111,1.0000,0.2000
NVIDIA GPU,nvidia,87.5,7624,28,99.63,13,99.83,85.00,3,1,0.3333,0.5000,0.4000,7624,40,99.48,18,99.76,90.00,23,3,0.1250,1.0000,0.2222,7624,45,99.41,27,99.65,91.67,21,2,0.0952,0.6667,0.1667
NVIDIA GPU,nvidia,90,7624,28,99.63,13,99.83,85.00,3,1,0.3333,0.5000,0.4000,7624,40,99.48,18,99.76,90.00,23,3,0.1250,1.0000,0.2222,7624,45,99.41,27,99.65,91.67,21,2,0.0952,0.6667,0.1667
NVIDIA GPU,nvidia,92.5,7624,28,99.63,13,99.83,85.00,0,0,0.0000,0.0000,0.0000,7624,40,99.48,18,99.76,90.00,13,0,0.0000,0.0000,0.0000,7624,45,99.41,27,99.65,91.67,12,1,0.0833,0.3333,0.1333
NVIDIA GPU,nvidia,95,7624,28,99.63,13,99.83,85.00,0,0,0.0000,0.0000,0.0000,7624,40,99.48,18,99.76,90.00,13,0,0.0000,0.0000,0.0000,7624,45,99.41,27,99.65,91.67,12,1,0.0833,0.3333,0.1333
NVIDIA GPU,nvidia,97.5,7624,28,99.63,13,99.83,85.00,0,0,0.0000,0.0000,0.0000,7624,40,99.48,18,99.76,90.00,13,0,0.0000,0.0000,0.0000,7624,45,99.41,27,99.65,91.67,12,1,0.0833,0.3333,0.1333
NVIDIA GPU,nvidia,100,7624,28,99.63,13,99.83,85.00,0,0,0.0000,0.0000,0.0000,7624,40,99.48,18,99.76,90.00,13,0,0.0000,0.0000,0.0000,7624,45,99.41,27,99.65,91.67,12,1,0.0833,0.3333,0.1333
AWS INF,aws,50,635,8,98.74,6,99.06,70.00,8,3,0.3750,1.0000,0.5455,635,12,98.11,10,98.43,90.00,12,3,0.2143,1.0000,0.3529,635,18,97.17,15,97.64,83.33,18,3,0.1667,1.0000,0.2857
AWS INF,aws,52.5,635,8,98.74,6,99.06,70.00,8,3,0.3750,1.0000,0.5455,635,12,98.11,10,98.43,90.00,12,3,0.2143,1.0000,0.3529,635,18,97.17,15,97.64,83.33,18,3,0.1667,1.0000,0.2857
AWS INF,aws,55,635,8,98.74,6,99.06,70.00,8,3,0.3750,1.0000,0.5455,635,12,98.11,10,98.43,90.00,12,3,0.2143,1.0000,0.3529,635,18,97.17,15,97.64,83.33,18,3,0.1667,1.0000,0.2857
