,,,Relevant Functions,,,,,,,,,,,KD Entry Point,,,,,,,,,,,SMem Handling,,,,,,,,,,
Accelerator,Platform,Threshold,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1
Google TPU,coral,50,159,12,92.45,1,99.37,90.00,10,1,0.1000,1.0000,0.1818,159,15,90.57,8,94.97,90.00,15,2,0.1250,1.0000,0.2222,159,17,89.31,4,97.48,100.00,17,1,0.0588,1.0000,0.1111
Google TPU,coral,52.5,159,12,92.45,1,99.37,90.00,10,1,0.1000,1.0000,0.1818,159,15,90.57,8,94.97,90.00,15,2,0.1250,1.0000,0.2222,159,17,89.31,4,97.48,100.00,17,1,0.0588,1.0000,0.1111
Google TPU,coral,55,159,12,92.45,1,99.37,90.00,10,1,0.1000,1.0000,0.1818,159,15,90.57,8,94.97,90.00,15,2,0.1250,1.0000,0.2222,159,17,89.31,4,97.48,100.00,17,1,0.0588,1.0000,0.1111
Google TPU,coral,57.5,159,12,92.45,1,99.37,90.00,10,1,0.1000,1.0000,0.1818,159,15,90.57,8,94.97,90.00,15,2,0.1250,1.0000,0.2222,159,17,89.31,4,97.48,100.00,17,1,0.0588,1.0000,0.1111
Google TPU,coral,60,159,12,92.45,1,99.37,90.00,10,1,0.1000,1.0000,0.1818,159,15,90.57,8,94.97,90.00,15,2,0.1250,1.0000,0.2222,159,17,89.31,4,97.48,100.00,17,1,0.0588,1.0000,0.1111
Google TPU,coral,62.5,159,12,92.45,1,99.37,90.00,9,1,0.1111,1.0000,0.2000,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,17,89.31,4,97.48,100.00,14,1,0.0714,1.0000,0.1333
Google TPU,coral,65,159,12,92.45,1,99.37,90.00,9,1,0.1111,1.0000,0.2000,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,17,89.31,4,97.48,100.00,14,1,0.0714,1.0000,0.1333
Google TPU,coral,67.5,159,12,92.45,1,99.37,90.00,9,1,0.1111,1.0000,0.2000,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,17,89.31,4,97.48,100.00,14,1,0.0714,1.0000,0.1333
Google TPU,coral,70,159,12,92.45,1,99.37,90.00,9,1,0.1111,1.0000,0.2000,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,17,89.31,4,97.48,100.00,14,1,0.0714,1.0000,0.1333
Google TPU,coral,72.5,159,12,92.45,1,99.37,90.00,8,1,0.1250,1.0000,0.2222,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,17,89.31,4,97.48,100.00,9,1,0.1111,1.0000,0.2000
Google TPU,coral,75,159,12,92.45,1,99.37,90.00,8,1,0.1250,1.0000,0.2222,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,17,89.31,4,97.48,100.00,9,1,0.1111,1.0000,0.2000
Google TPU,coral,77.5,159,12,92.45,1,99.37,90.00,8,1,0.1250,1.0000,0.2222,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,17,89.31,4,97.48,100.00,9,1,0.1111,1.0000,0.2000
Google TPU,coral,80,159,12,92.45,1,99.37,90.00,8,1,0.1250,1.0000,0.2222,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,17,89.31,4,97.48,100.00,9,1,0.1111,1.0000,0.2000
Google TPU,coral,82.5,159,12,92.45,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,8,94.97,90.00,8,2,0.2222,1.0000,0.3636,159,17,89.31,4,97.48,100.00,8,1,0.1250,1.0000,0.2222
Google TPU,coral,85,159,12,92.45,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,8,94.97,90.00,8,2,0.2222,1.0000,0.3636,159,17,89.31,4,97.48,100.00,8,1,0.1250,1.0000,0.2222
Google TPU,coral,87.5,159,12,92.45,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,8,94.97,90.00,8,2,0.2222,1.0000,0.3636,159,17,89.31,4,97.48,100.00,6,1,0.1667,1.0000,0.2857
Google TPU,coral,90,159,12,92.45,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,8,94.97,90.00,8,2,0.2222,1.0000,0.3636,159,17,89.31,4,97.48,100.00,6,1,0.1667,1.0000,0.2857
Google TPU,coral,92.5,159,12,92.45,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,15,90.57,8,94.97,90.00,6,0,0.0000,0.0000,0.0000,159,17,89.31,4,97.48,100.00,6,1,0.1667,1.0000,0.2857
Google TPU,coral,95,159,12,92.45,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,15,90.57,8,94.97,90.00,6,0,0.0000,0.0000,0.0000,159,17,89.31,4,97.48,100.00,6,1,0.1667,1.0000,0.2857
Google TPU,coral,97.5,159,12,92.45,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,15,90.57,8,94.97,90.00,6,0,0.0000,0.0000,0.0000,159,17,89.31,4,97.48,100.00,6,1,0.1667,1.0000,0.2857
Google TPU,coral,100,159,12,92.45,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,15,90.57,8,94.97,90.00,6,0,0.0000,0.0000,0.0000,159,17,89.31,4,97.48,100.00,6,1,0.1667,1.0000,0.2857
NXP NPU,nxp,50,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,8,99.37,7,99.45,65.00,8,2,0.2500,1.0000,0.4000,1273,17,98.66,17,98.66,70.00,17,2,0.1176,1.0000,0.2105
NXP NPU,nxp,52.5,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,8,99.37,7,99.45,65.00,8,2,0.2500,1.0000,0.4000,1273,17,98.66,17,98.66,70.00,16,1,0.0625,0.5000,0.1111
NXP NPU,nxp,55,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,8,99.37,7,99.45,65.00,8,2,0.2500,1.0000,0.4000,1273,17,98.66,17,98.66,70.00,16,1,0.0625,0.5000,0.1111
NXP NPU,nxp,57.5,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,8,99.37,7,99.45,65.00,8,2,0.2500,1.0000,0.4000,1273,17,98.66,17,98.66,70.00,16,1,0.0625,0.5000,0.1111
NXP NPU,nxp,60,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,8,99.37,7,99.45,65.00,8,2,0.2500,1.0000,0.4000,1273,17,98.66,17,98.66,70.00,16,1,0.0625,0.5000,0.1111
NXP NPU,nxp,62.5,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,8,99.37,7,99.45,65.00,4,1,0.2500,0.5000,0.3333,1273,17,98.66,17,98.66,70.00,12,1,0.0833,0.5000,0.1429
NXP NPU,nxp,65,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,8,99.37,7,99.45,65.00,4,1,0.2500,0.5000,0.3333,1273,17,98.66,17,98.66,70.00,12,1,0.0833,0.5000,0.1429
NXP NPU,nxp,67.5,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,8,99.37,7,99.45,65.00,4,1,0.2500,0.5000,0.3333,1273,17,98.66,17,98.66,70.00,12,1,0.0833,0.5000,0.1429
NXP NPU,nxp,70,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,8,99.37,7,99.45,65.00,4,1,0.2500,0.5000,0.3333,1273,17,98.66,17,98.66,70.00,12,1,0.0833,0.5000,0.1429
NXP NPU,nxp,72.5,1273,14,98.90,4,99.69,85.00,9,4,0.3636,1.0000,0.5333,1273,8,99.37,7,99.45,65.00,3,0,0.0000,0.0000,0.0000,1273,17,98.66,17,98.66,70.00,11,1,0.0909,0.5000,0.1538
NXP NPU,nxp,75,1273,14,98.90,4,99.69,85.00,9,4,0.3636,1.0000,0.5333,1273,8,99.37,7,99.45,65.00,3,0,0.0000,0.0000,0.0000,1273,17,98.66,17,98.66,70.00,11,1,0.0909,0.5000,0.1538
NXP NPU,nxp,77.5,1273,14,98.90,4,99.69,85.00,9,4,0.3636,1.0000,0.5333,1273,8,99.37,7,99.45,65.00,3,0,0.0000,0.0000,0.0000,1273,17,98.66,17,98.66,70.00,11,1,0.0909,0.5000,0.1538
NXP NPU,nxp,80,1273,14,98.90,4,99.69,85.00,9,4,0.3636,1.0000,0.5333,1273,8,99.37,7,99.45,65.00,3,0,0.0000,0.0000,0.0000,1273,17,98.66,17,98.66,70.00,11,1,0.0909,0.5000,0.1538
NXP NPU,nxp,82.5,1273,14,98.90,4,99.69,85.00,2,2,0.6667,0.5000,0.5714,1273,8,99.37,7,99.45,65.00,1,0,0.0000,0.0000,0.0000,1273,17,98.66,17,98.66,70.00,6,1,0.1667,0.5000,0.2500
NXP NPU,nxp,85,1273,14,98.90,4,99.69,85.00,2,2,0.6667,0.5000,0.5714,1273,8,99.37,7,99.45,65.00,1,0,0.0000,0.0000,0.0000,1273,17,98.66,17,98.66,70.00,6,1,0.1667,0.5000,0.2500
NXP NPU,nxp,87.5,1273,14,98.90,4,99.69,85.00,2,2,0.6667,0.5000,0.5714,1273,8,99.37,7,99.45,65.00,1,0,0.0000,0.0000,0.0000,1273,17,98.66,17,98.66,70.00,4,1,0.2500,0.5000,0.3333
NXP NPU,nxp,90,1273,14,98.90,4,99.69,85.00,2,2,0.6667,0.5000,0.5714,1273,8,99.37,7,99.45,65.00,1,0,0.0000,0.0000,0.0000,1273,17,98.66,17,98.66,70.00,4,1,0.2500,0.5000,0.3333
NXP NPU,nxp,92.5,1273,14,98.90,4,99.69,85.00,0,0,0.0000,0.0000,0.0000,1273,8,99.37,7,99.45,65.00,0,0,0.0000,0.0000,0.0000,1273,17,98.66,17,98.66,70.00,0,0,0.0000,0.0000,0.0000
NXP NPU,nxp,95,1273,14,98.90,4,99.69,85.00,0,0,0.0000,0.0000,0.0000,1273,8,99.37,7,99.45,65.00,0,0,0.0000,0.0000,0.0000,1273,17,98.66,17,98.66,70.00,0,0,0.0000,0.0000,0.0000
NXP NPU,nxp,97.5,1273,14,98.90,4,99.69,85.00,0,0,0.0000,0.0000,0.0000,1273,8,99.37,7,99.45,65.00,0,0,0.0000,0.0000,0.0000,1273,17,98.66,17,98.66,70.00,0,0,0.0000,0.0000,0.0000
NXP NPU,nxp,100,1273,14,98.90,4,99.69,85.00,0,0,0.0000,0.0000,0.0000,1273,8,99.37,7,99.45,65.00,0,0,0.0000,0.0000,0.0000,1273,17,98.66,17,98.66,70.00,0,0,0.0000,0.0000,0.0000
TMMA,ti,50,6138,10,99.84,7,99.89,80.00,10,2,0.2000,1.0000,0.3333,6138,10,99.84,2,99.97,100.00,10,2,0.2000,1.0000,0.3333,6138,17,99.72,2,99.97,100.00,17,2,0.1176,1.0000,0.2105
TMMA,ti,52.5,6138,10,99.84,7,99.89,80.00,10,2,0.2000,1.0000,0.3333,6138,10,99.84,2,99.97,100.00,10,2,0.2000,1.0000,0.3333,6138,17,99.72,2,99.97,100.00,17,2,0.1176,1.0000,0.2105
TMMA,ti,55,6138,10,99.84,7,99.89,80.00,10,2,0.2000,1.0000,0.3333,6138,10,99.84,2,99.97,100.00,10,2,0.2000,1.0000,0.3333,6138,17,99.72,2,99.97,100.00,17,2,0.1176,1.0000,0.2105
TMMA,ti,57.5,6138,10,99.84,7,99.89,80.00,10,2,0.2000,1.0000,0.3333,6138,10,99.84,2,99.97,100.00,10,2,0.2000,1.0000,0.3333,6138,17,99.72,2,99.97,100.00,17,2,0.1176,1.0000,0.2105
TMMA,ti,60,6138,10,99.84,7,99.89,80.00,10,2,0.2000,1.0000,0.3333,6138,10,99.84,2,99.97,100.00,10,2,0.2000,1.0000,0.3333,6138,17,99.72,2,99.97,100.00,17,2,0.1176,1.0000,0.2105
TMMA,ti,62.5,6138,10,99.84,7,99.89,80.00,8,2,0.2500,1.0000,0.4000,6138,10,99.84,2,99.97,100.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,2,99.97,100.00,15,2,0.1333,1.0000,0.2353
TMMA,ti,65,6138,10,99.84,7,99.89,80.00,8,2,0.2500,1.0000,0.4000,6138,10,99.84,2,99.97,100.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,2,99.97,100.00,15,2,0.1333,1.0000,0.2353
TMMA,ti,67.5,6138,10,99.84,7,99.89,80.00,8,2,0.2500,1.0000,0.4000,6138,10,99.84,2,99.97,100.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,2,99.97,100.00,15,2,0.1333,1.0000,0.2353
TMMA,ti,70,6138,10,99.84,7,99.89,80.00,8,2,0.2500,1.0000,0.4000,6138,10,99.84,2,99.97,100.00,8,2,0.2500,1.0000,0.4000,6138,17,99.72,2,99.97,100.00,15,2,0.1333,1.0000,0.2353
TMMA,ti,72.5,6138,10,99.84,7,99.89,80.00,3,1,0.3333,0.5000,0.4000,6138,10,99.84,2,99.97,100.00,7,2,0.2857,1.0000,0.4444,6138,17,99.72,2,99.97,100.00,13,2,0.1538,1.0000,0.2667
TMMA,ti,75,6138,10,99.84,7,99.89,80.00,3,1,0.3333,0.5000,0.4000,6138,10,99.84,2,99.97,100.00,7,2,0.2857,1.0000,0.4444,6138,17,99.72,2,99.97,100.00,13,2,0.1538,1.0000,0.2667
TMMA,ti,77.5,6138,10,99.84,7,99.89,80.00,3,1,0.3333,0.5000,0.4000,6138,10,99.84,2,99.97,100.00,7,2,0.2857,1.0000,0.4444,6138,17,99.72,2,99.97,100.00,13,2,0.1538,1.0000,0.2667
TMMA,ti,80,6138,10,99.84,7,99.89,80.00,3,1,0.3333,0.5000,0.4000,6138,10,99.84,2,99.97,100.00,7,2,0.2857,1.0000,0.4444,6138,17,99.72,2,99.97,100.00,13,2,0.1538,1.0000,0.2667
TMMA,ti,82.5,6138,10,99.84,7,99.89,80.00,1,1,1.0000,0.5000,0.6667,6138,10,99.84,2,99.97,100.00,5,2,0.4000,1.0000,0.5714,6138,17,99.72,2,99.97,100.00,6,2,0.3333,1.0000,0.5000
TMMA,ti,85,6138,10,99.84,7,99.89,80.00,1,1,1.0000,0.5000,0.6667,6138,10,99.84,2,99.97,100.00,5,2,0.4000,1.0000,0.5714,6138,17,99.72,2,99.97,100.00,6,2,0.3333,1.0000,0.5000
TMMA,ti,87.5,6138,10,99.84,7,99.89,80.00,1,1,1.0000,0.5000,0.6667,6138,10,99.84,2,99.97,100.00,5,2,0.4000,1.0000,0.5714,6138,17,99.72,2,99.97,100.00,5,2,0.4000,1.0000,0.5714
TMMA,ti,90,6138,10,99.84,7,99.89,80.00,1,1,1.0000,0.5000,0.6667,6138,10,99.84,2,99.97,100.00,5,2,0.4000,1.0000,0.5714,6138,17,99.72,2,99.97,100.00,5,2,0.4000,1.0000,0.5714
TMMA,ti,92.5,6138,10,99.84,7,99.89,80.00,0,0,0.0000,0.0000,0.0000,6138,10,99.84,2,99.97,100.00,4,2,0.5000,1.0000,0.6667,6138,17,99.72,2,99.97,100.00,2,2,1.0000,1.0000,1.0000
TMMA,ti,95,6138,10,99.84,7,99.89,80.00,0,0,0.0000,0.0000,0.0000,6138,10,99.84,2,99.97,100.00,4,2,0.5000,1.0000,0.6667,6138,17,99.72,2,99.97,100.00,2,2,1.0000,1.0000,1.0000
TMMA,ti,97.5,6138,10,99.84,7,99.89,80.00,0,0,0.0000,0.0000,0.0000,6138,10,99.84,2,99.97,100.00,4,2,0.5000,1.0000,0.6667,6138,17,99.72,2,99.97,100.00,2,2,1.0000,1.0000,1.0000
TMMA,ti,100,6138,10,99.84,7,99.89,80.00,0,0,0.0000,0.0000,0.0000,6138,10,99.84,2,99.97,100.00,4,2,0.5000,1.0000,0.6667,6138,17,99.72,2,99.97,100.00,2,2,1.0000,1.0000,1.0000
HAILO NPU,hailo,50,296,7,97.64,3,98.99,85.00,7,2,0.2857,1.0000,0.4444,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,52.5,296,7,97.64,3,98.99,85.00,7,2,0.2857,1.0000,0.4444,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,55,296,7,97.64,3,98.99,85.00,7,2,0.2857,1.0000,0.4444,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,57.5,296,7,97.64,3,98.99,85.00,7,2,0.2857,1.0000,0.4444,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,60,296,7,97.64,3,98.99,85.00,7,2,0.2857,1.0000,0.4444,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,62.5,296,7,97.64,3,98.99,85.00,7,2,0.2857,1.0000,0.4444,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,65,296,7,97.64,3,98.99,85.00,7,2,0.2857,1.0000,0.4444,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,67.5,296,7,97.64,3,98.99,85.00,7,2,0.2857,1.0000,0.4444,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,70,296,7,97.64,3,98.99,85.00,7,2,0.2857,1.0000,0.4444,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,21,1,0.0476,1.0000,0.0909
HAILO NPU,hailo,72.5,296,7,97.64,3,98.99,85.00,5,2,0.4000,1.0000,0.5714,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,20,1,0.0500,1.0000,0.0952
HAILO NPU,hailo,75,296,7,97.64,3,98.99,85.00,5,2,0.4000,1.0000,0.5714,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,20,1,0.0500,1.0000,0.0952
HAILO NPU,hailo,77.5,296,7,97.64,3,98.99,85.00,5,2,0.4000,1.0000,0.5714,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,20,1,0.0500,1.0000,0.0952
HAILO NPU,hailo,80,296,7,97.64,3,98.99,85.00,5,2,0.4000,1.0000,0.5714,296,19,93.58,14,95.27,95.00,19,2,0.1053,1.0000,0.1905,296,21,92.91,11,96.28,100.00,20,1,0.0500,1.0000,0.0952
HAILO NPU,hailo,82.5,296,7,97.64,3,98.99,85.00,2,1,0.5000,0.5000,0.5000,296,19,93.58,14,95.27,95.00,17,2,0.1176,1.0000,0.2105,296,21,92.91,11,96.28,100.00,17,1,0.0588,1.0000,0.1111
HAILO NPU,hailo,85,296,7,97.64,3,98.99,85.00,2,1,0.5000,0.5000,0.5000,296,19,93.58,14,95.27,95.00,17,2,0.1176,1.0000,0.2105,296,21,92.91,11,96.28,100.00,17,1,0.0588,1.0000,0.1111
